index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 2, Census Tract 8185, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818500> block group:2",78654,390,1296,1074,175,387,1694,53.1,-666666666,1681,73,894,770,11,,,252200,170318185002
"Block Group 3, Census Tract 8185, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818500> block group:3",84417,489,1569,1231,184,153,1641,63.7,-666666666,1595,62,770,688,21,,,296600,170318185003
"Block Group 1, Census Tract 8187, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818700> block group:1",105313,166,639,480,8,306,871,48.8,-666666666,854,11,528,517,11,,,283600,170318187001
"Block Group 2, Census Tract 8187, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818700> block group:2",88125,108,513,665,45,150,860,38.9,1932,766,0,426,426,51,,,247800,170318187002
"Block Group 4, Census Tract 8187, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818700> block group:4",95188,161,526,601,59,16,704,40.3,1280,651,15,404,389,51,,,211800,170318187004
"Block Group 4, Census Tract 8140, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814000> block group:4",56563,38,720,133,28,778,939,37.5,-666666666,906,38,506,468,18,,,167500,170318140004
"Block Group 3, Census Tract 8140, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814000> block group:3",61094,29,716,37,76,1109,1229,28.9,788,1103,21,611,590,69,,,156400,170318140003
"Block Group 1, Census Tract 7706.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:770601> block group:1",65938,185,623,611,0,1,813,48.3,-666666666,792,14,424,410,25,,,305600,170317706011
"Block Group 3, Census Tract 7706.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:770602> block group:3",108688,304,1078,833,0,202,1451,39.7,1839,1396,21,760,685,8,,,340900,170317706023
"Block Group 1, Census Tract 1510.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:151002> block group:1",62946,162,544,252,41,598,905,35.2,1163,841,0,492,492,164,,,320800,170311510021
"Block Group 2, Census Tract 1510.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:151002> block group:2",86382,117,876,313,0,743,1129,43.5,876,1068,30,758,681,148,,,252700,170311510022
"Block Group 2, Census Tract 1606.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:160602> block group:2",72344,281,1030,421,23,574,1319,41.1,1106,1215,26,753,695,101,,,416700,170311606022
"Block Group 3, Census Tract 1606.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:160602> block group:3",65526,260,944,480,47,725,1325,34.6,1199,1256,10,864,839,152,,,412000,170311606023
"Block Group 3, Census Tract 1605.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:160502> block group:3",59338,149,731,305,0,880,1208,34.4,1157,1169,27,741,688,210,,,321100,170311605023
"Block Group 1, Census Tract 1605.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:160502> block group:1",59196,132,695,180,0,739,1037,35.5,1016,991,17,500,483,150,,,294500,170311605021
"Block Group 3, Census Tract 2207.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:220701> block group:3",61250,200,963,381,61,988,1447,32.8,1183,1355,84,843,759,236,,,312500,170312207013
"Block Group 1, Census Tract 8340, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:834000> block group:1",40900,189,1568,0,2339,0,2553,29.4,1136,2275,173,1261,1088,408,,,-666666666,170318340001
"Block Group 5, Census Tract 8343, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:5",69448,294,959,16,1161,9,1219,47.3,-666666666,1125,81,647,566,39,,,175700,170318343005
"Block Group 3, Census Tract 206.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:020601> block group:3",33958,107,540,257,124,2,647,42.6,597,597,2,314,293,104,,,118400,170310206013
"Block Group 3, Census Tract 206.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:020602> block group:3",53077,209,1008,459,363,505,1871,27.1,1305,1611,48,778,721,109,,,371200,170310206023
"Block Group 2, Census Tract 8148, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814800> block group:2",50938,165,1215,237,530,867,1695,44.4,905,1650,45,963,880,111,,,258300,170318148002
"Block Group 3, Census Tract 8148, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814800> block group:3",52341,243,815,399,14,530,1087,39.7,1030,1020,43,512,453,0,,,203700,170318148003
"Block Group 3, Census Tract 8149, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814900> block group:3",47892,201,1150,412,538,744,1712,28.8,912,1609,62,1005,911,106,,,226800,170318149003
"Block Group 4, Census Tract 8149, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814900> block group:4",71838,216,967,268,129,1372,1808,28.9,1060,1544,0,757,744,93,,,268900,170318149004
"Block Group 2, Census Tract 8149, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814900> block group:2",41618,129,1012,581,193,886,1660,35.5,899,1520,107,830,723,62,,,220200,170318149002
"Block Group 1, Census Tract 8149, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:814900> block group:1",43292,24,706,335,181,806,1322,36.0,1066,1322,32,555,502,120,,,238800,170318149001
"Block Group 4, Census Tract 8153, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815300> block group:4",64511,133,499,264,25,346,661,40.3,846,571,34,374,340,51,,,280600,170318153004
"Block Group 1, Census Tract 8153, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815300> block group:1",77250,83,494,313,17,399,737,51.1,-666666666,689,0,306,306,88,,,177000,170318153001
"Block Group 2, Census Tract 8153, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815300> block group:2",77639,228,861,407,0,862,1326,39.4,1202,1211,29,680,639,77,,,199600,170318153002
"Block Group 3, Census Tract 8153, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815300> block group:3",80139,21,431,239,0,320,611,38.5,-666666666,527,11,292,281,42,,,165400,170318153003
"Block Group 3, Census Tract 8156, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815600> block group:3",54071,176,869,685,137,180,1078,47.4,972,978,12,472,460,0,,,270400,170318156003
"Block Group 4, Census Tract 8156, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815600> block group:4",80266,57,479,418,0,474,900,36.2,-666666666,876,0,444,444,0,,,252900,170318156004
"Block Group 2, Census Tract 8156, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815600> block group:2",53125,43,472,398,0,405,803,27.8,1125,700,8,416,400,18,,,208100,170318156002
"Block Group 5, Census Tract 8156, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815600> block group:5",80851,145,935,1093,0,228,1321,48.1,-666666666,1303,95,634,539,25,,,244000,170318156005
"Block Group 1, Census Tract 8183, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818300> block group:1",78438,170,985,207,678,338,1223,30.0,1271,1155,0,663,663,73,,,223900,170318183001
"Block Group 3, Census Tract 8183, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818300> block group:3",58139,59,1452,271,788,1267,2326,35.4,1243,2162,150,1211,1053,36,,,161900,170318183003
"Block Group 4, Census Tract 8183, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818300> block group:4",61750,137,879,223,743,389,1370,37.3,1013,1330,51,718,660,13,,,205400,170318183004
"Block Group 1, Census Tract 8192, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:819200> block group:1",49625,52,875,699,11,784,1494,31.3,987,1464,29,570,541,66,,,162000,170318192001
"Block Group 3, Census Tract 8192, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:819200> block group:3",69671,124,1257,944,32,629,1684,36.7,982,1609,20,962,931,21,,,184500,170318192003
"Block Group 6, Census Tract 8201.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:820101> block group:6",51908,261,1058,1092,0,64,1175,66.7,993,1104,18,414,396,80,,,213000,170318201016
"Block Group 3, Census Tract 1710, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:171000> block group:3",98641,167,718,577,246,162,1022,46.8,-666666666,924,0,606,606,38,,,321200,170311710003
"Block Group 4, Census Tract 1710, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:171000> block group:4",73333,94,798,807,0,294,1186,40.9,-666666666,1171,39,661,578,17,,,276400,170311710004
"Block Group 6, Census Tract 1710, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:171000> block group:6",95077,123,932,860,24,545,1447,37.0,1392,1361,28,772,725,187,,,318400,170311710006
"Block Group 1, Census Tract 1710, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:171000> block group:1",72778,118,979,702,0,313,1313,39.0,787,1242,52,736,634,43,,,264200,170311710001
"Block Group 5, Census Tract 1710, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:171000> block group:5",80739,142,885,799,26,350,1178,49.9,769,1116,29,671,642,93,,,303900,170311710005
"Block Group 1, Census Tract 3011, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:301100> block group:1",52609,75,629,97,65,826,988,31.1,789,935,12,461,431,36,,,168000,170313011001
"Block Group 2, Census Tract 3016, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:301600> block group:2",30625,180,1347,67,111,2013,2191,33.0,770,1925,78,925,847,58,,,153900,170313016002
"Block Group 1, Census Tract 3016, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:301600> block group:1",26755,74,1158,20,2,2029,2051,30.0,712,1834,121,663,530,118,,,155800,170313016001
"Block Group 1, Census Tract 3103, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:310300> block group:1",51607,292,1381,546,67,1115,1873,39.2,1102,1794,93,1056,958,125,,,403100,170313103001
"Block Group 2, Census Tract 3201, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:320100> block group:2",104307,1558,2910,2922,0,110,3894,28.4,2514,3894,92,2756,2664,888,,,490400,170313201002
"Block Group 3, Census Tract 3201, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:320100> block group:3",109000,1048,3108,2276,241,205,3798,34.8,2362,3549,115,2518,2356,262,,,852800,170313201003
"Block Group 1, Census Tract 3301, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:330100> block group:1",106690,1212,3611,2188,899,296,4196,32.4,2214,4019,0,3292,3149,801,,,396100,170313301001
"Block Group 2, Census Tract 8133.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:813302> block group:2",45139,37,1061,80,49,1825,1954,26.8,874,1743,49,877,828,137,,,156300,170318133022
"Block Group 1, Census Tract 8387, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:838700> block group:1",31434,45,874,13,1541,41,1595,26.5,1103,1496,101,685,584,273,,,289600,170318387001
"Block Group 1, Census Tract 8415, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:841500> block group:1",30214,113,782,9,1344,37,1390,29.2,1001,1338,77,571,483,206,,,128500,170318415001
"Block Group 1, Census Tract 8386, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:838600> block group:1",17102,5,478,0,806,79,906,30.3,436,760,13,227,204,148,,,-666666666,170318386001
"Block Group 2, Census Tract 8386, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:838600> block group:2",15625,0,444,29,732,57,822,27.1,1109,780,73,274,201,80,,,-666666666,170318386002
"Block Group 1, Census Tract 8373, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:837300> block group:1",36167,88,730,25,1407,34,1498,19.8,1245,1316,110,581,471,124,,,202300,170318373001
"Block Group 2, Census Tract 8378, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:837800> block group:2",32094,109,716,114,1007,20,1234,28.7,677,1107,50,550,453,221,,,456300,170318378002
"Block Group 1, Census Tract 8369, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:836900> block group:1",31181,48,287,8,396,49,474,33.4,794,474,31,238,207,51,,,304200,170318369001
"Block Group 2, Census Tract 8369, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:836900> block group:2",27125,57,401,113,517,43,689,28.8,771,619,37,306,269,118,,,200000,170318369002
"Block Group 4, Census Tract 8241.23, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824123> block group:4",61912,180,898,954,0,273,1227,37.6,1129,1128,126,827,701,0,,,211300,170318241234
"Block Group 2, Census Tract 8241.23, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824123> block group:2",68214,382,1572,1939,109,147,2262,35.6,1260,2167,22,1261,1219,151,,,218500,170318241232
"Block Group 3, Census Tract 8241.23, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824123> block group:3",78566,271,1310,1700,40,120,1892,35.6,-666666666,1747,38,1093,1055,63,,,225000,170318241233
"Block Group 3, Census Tract 8241.17, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824117> block group:3",98281,429,1690,1997,13,57,2190,47.5,-666666666,2044,56,1102,1046,86,,,281900,170318241173
"Block Group 2, Census Tract 8241.17, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824117> block group:2",127109,974,2414,2331,29,214,3421,44.1,-666666666,3246,34,1927,1879,100,,,329300,170318241172
"Block Group 4, Census Tract 8241.17, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824117> block group:4",80410,410,1480,1716,38,14,1944,40.4,-666666666,1836,58,888,814,98,,,234200,170318241174
"Block Group 2, Census Tract 8253.04, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:825304> block group:2",109375,261,1613,1975,0,328,2312,38.5,-666666666,2153,39,1271,1192,27,,,225300,170318253042
"Block Group 2, Census Tract 8241.22, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824122> block group:2",78731,734,1998,2335,0,123,2572,47.7,-666666666,2508,95,1565,1321,126,,,250900,170318241222
"Block Group 1, Census Tract 8241.22, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824122> block group:1",67137,287,1073,1277,79,72,1498,35.7,1639,1411,8,750,712,33,,,189600,170318241221
"Block Group 2, Census Tract 8241.21, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824121> block group:2",73611,364,1142,1197,11,131,1450,39.4,1699,1302,75,826,751,68,,,169400,170318241212
"Block Group 2, Census Tract 8241.13, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824113> block group:2",97348,238,1067,1318,0,0,1367,59.2,-666666666,1245,77,607,530,63,,,340200,170318241132
"Block Group 1, Census Tract 8240.06, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824006> block group:1",145000,425,1565,2543,0,10,2579,36.5,-666666666,2323,28,1271,1207,107,,,516600,170318240061
