index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 2; Census Tract 4601; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460100> block group:2",81250,103,419,23,224,266,561,47.6,1199,561,56,341,285,40,,,110500,170314601002
"Block Group 3; Census Tract 4601; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460100> block group:3",41607,12,397,91,456,0,591,31.6,1164,591,10,259,249,55,,,163000,170314601003
"Block Group 4; Census Tract 4601; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460100> block group:4",48042,91,422,3,918,0,921,21.9,992,855,136,396,219,0,,,-666666666,170314601004
"Block Group 1; Census Tract 4602; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460200> block group:1",25404,9,442,16,377,312,705,34.6,838,668,62,320,258,84,,,-666666666,170314602001
"Block Group 2; Census Tract 4602; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460200> block group:2",29314,66,991,35,342,788,1175,51.5,833,1144,36,627,540,131,,,96100,170314602002
"Block Group 1; Census Tract 4603.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460301> block group:1",43214,57,656,0,1071,182,1253,30.4,1439,1158,75,486,374,87,,,114200,170314603011
"Block Group 2; Census Tract 4603.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460301> block group:2",37722,50,1002,0,540,634,1216,36.6,859,1156,39,658,619,271,,,115500,170314603012
"Block Group 3; Census Tract 4603.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460301> block group:3",25923,31,471,53,526,128,720,43.6,1127,647,74,320,229,141,,,137100,170314603013
"Block Group 1; Census Tract 4603.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460302> block group:1",50250,0,165,0,158,0,200,57.7,-666666666,193,19,69,50,0,,,143600,170314603021
"Block Group 2; Census Tract 4603.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460302> block group:2",-666666666,18,504,128,749,18,918,29.7,872,870,110,526,408,88,,,-666666666,170314603022
"Block Group 3; Census Tract 4603.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460302> block group:3",66963,168,1155,116,1606,122,1844,34.8,1102,1687,129,1017,851,42,,,167600,170314603023
"Block Group 4; Census Tract 4603.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460302> block group:4",-666666666,70,592,17,934,16,1250,24.7,1125,1149,213,441,176,22,,,147800,170314603024
"Block Group 1; Census Tract 4604; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460400> block group:1",68199,84,630,14,757,0,892,37.7,918,837,35,392,357,36,,,218600,170314604001
"Block Group 2; Census Tract 4604; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460400> block group:2",-666666666,36,458,13,835,0,848,25.3,1160,630,22,272,250,0,,,253200,170314604002
"Block Group 3; Census Tract 4604; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460400> block group:3",65788,81,662,0,923,0,933,35.6,889,889,142,500,326,115,,,223700,170314604003
"Block Group 4; Census Tract 4604; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460400> block group:4",94091,147,780,0,1009,0,1009,35.3,1421,1009,105,699,594,84,,,166400,170314604004
"Block Group 1; Census Tract 4605; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460500> block group:1",94252,280,1299,179,1170,0,1349,40.9,872,1349,194,1089,895,156,,,214600,170314605001
"Block Group 2; Census Tract 4605; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460500> block group:2",53194,17,205,0,386,0,403,32.1,-666666666,403,43,169,126,19,,,185400,170314605002
"Block Group 3; Census Tract 4605; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460500> block group:3",54931,138,663,26,766,0,792,59.1,1071,792,84,511,393,162,,,246200,170314605003
"Block Group 4; Census Tract 4605; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460500> block group:4",92000,176,575,120,929,0,1049,28.4,1311,1049,0,479,479,177,,,-666666666,170314605004
"Block Group 5; Census Tract 4605; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460500> block group:5",96073,109,790,0,969,0,969,44.1,-666666666,969,26,583,557,278,,,173600,170314605005
"Block Group 6; Census Tract 4605; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460500> block group:6",132574,91,517,8,960,0,968,30.3,-666666666,809,0,328,328,64,,,217000,170314605006
"Block Group 7; Census Tract 4605; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460500> block group:7",-666666666,178,637,0,754,0,754,56.5,-666666666,754,0,450,450,74,,,159500,170314605007
"Block Group 1; Census Tract 4608; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460800> block group:1",32793,114,891,0,645,1086,1731,31.5,940,1669,151,445,294,0,,,236800,170314608001
"Block Group 2; Census Tract 4608; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460800> block group:2",-666666666,31,195,33,221,135,402,24.9,1079,348,13,180,167,14,,,-666666666,170314608002
"Block Group 3; Census Tract 4608; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460800> block group:3",23682,40,556,0,1141,49,1190,23.9,484,1103,141,438,297,123,,,-666666666,170314608003
"Block Group 4; Census Tract 4608; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:460800> block group:4",35089,27,641,0,776,273,1053,36.7,1004,1006,70,378,308,154,,,179900,170314608004
"Block Group 1; Census Tract 4610; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:461000> block group:1",17182,42,997,68,856,403,1346,49.2,479,1220,54,332,278,65,,,214700,170314610001
"Block Group 1; Census Tract 4701; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:470100> block group:1",56836,101,751,0,1104,0,1165,37.3,1223,1032,131,655,524,173,,,144900,170314701001
"Block Group 2; Census Tract 4701; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:470100> block group:2",44730,82,895,40,918,109,1081,51.9,619,1081,32,349,317,59,,,-666666666,170314701002
"Block Group 1; Census Tract 4801; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480100> block group:1",71250,184,863,0,1160,6,1166,48.9,1057,1106,53,572,499,67,,,184300,170314801001
"Block Group 2; Census Tract 4801; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480100> block group:2",83333,130,733,0,967,0,995,42.0,1048,933,17,437,401,46,,,224700,170314801002
"Block Group 1; Census Tract 4802; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480200> block group:1",61094,156,553,0,645,12,657,61.4,1237,641,16,295,267,27,,,132000,170314802001
"Block Group 2; Census Tract 4802; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480200> block group:2",46635,109,299,0,319,33,400,44.2,1636,358,37,249,207,22,,,230400,170314802002
"Block Group 1; Census Tract 4803; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480300> block group:1",57839,178,737,4,1051,63,1131,39.7,1226,1090,26,552,490,109,,,187500,170314803001
"Block Group 1; Census Tract 4804; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480400> block group:1",83726,65,479,0,611,0,611,55.5,-666666666,611,0,341,341,97,,,175200,170314804001
"Block Group 2; Census Tract 4804; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480400> block group:2",55325,43,323,0,462,0,473,53.0,-666666666,394,0,179,179,23,,,193400,170314804002
"Block Group 3; Census Tract 4804; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480400> block group:3",64901,149,565,0,979,21,1017,36.0,1593,961,0,586,586,253,,,184200,170314804003
"Block Group 4; Census Tract 4804; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480400> block group:4",161081,367,783,0,780,3,783,49.3,-666666666,783,0,401,401,29,,,324200,170314804004
"Block Group 5; Census Tract 4804; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480400> block group:5",59000,146,330,0,400,0,400,60.0,-666666666,381,133,299,166,0,,,165800,170314804005
"Block Group 6; Census Tract 4804; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480400> block group:6",102770,233,797,0,1076,0,1076,48.2,-666666666,979,0,455,455,27,,,215600,170314804006
"Block Group 7; Census Tract 4804; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480400> block group:7",61685,80,623,0,653,0,653,52.7,-666666666,653,49,350,301,97,,,179500,170314804007
"Block Group 1; Census Tract 4805; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480500> block group:1",42576,106,635,0,751,54,805,60.0,1164,767,11,211,200,29,,,170400,170314805001
"Block Group 2; Census Tract 4805; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480500> block group:2",-666666666,99,701,9,765,264,1070,34.6,1014,955,64,443,379,104,,,171900,170314805002
"Block Group 3; Census Tract 4805; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:480500> block group:3",-666666666,72,739,15,785,42,850,61.8,855,823,36,232,196,59,,,216800,170314805003
"Block Group 1; Census Tract 4902; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490200> block group:1",59583,154,813,20,1054,0,1164,38.0,2133,1164,93,594,491,110,,,108100,170314902001
"Block Group 2; Census Tract 4902; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490200> block group:2",54653,96,733,63,820,12,895,56.3,1361,862,111,487,376,72,,,185900,170314902002
"Block Group 3; Census Tract 4902; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490200> block group:3",63871,142,673,0,830,0,885,47.5,1101,807,33,320,275,13,,,170000,170314902003
"Block Group 1; Census Tract 4905; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490500> block group:1",73333,59,449,67,643,13,754,40.2,-666666666,741,48,364,285,38,,,187200,170314905001
"Block Group 2; Census Tract 4905; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490500> block group:2",65677,150,890,0,1021,0,1021,56.9,1514,1021,18,464,335,64,,,204500,170314905002
"Block Group 1; Census Tract 4906; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490600> block group:1",63947,235,1004,154,1241,36,1446,40.5,2254,1388,131,622,491,75,,,158900,170314906001
"Block Group 1; Census Tract 4907; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490700> block group:1",37500,44,467,5,733,60,798,29.7,1349,686,112,361,249,72,,,168000,170314907001
"Block Group 2; Census Tract 4907; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490700> block group:2",-666666666,5,303,0,383,0,383,53.5,1032,373,64,181,117,49,,,158000,170314907002
"Block Group 3; Census Tract 4907; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490700> block group:3",49000,143,908,0,1252,9,1278,41.3,1161,1141,40,510,438,90,,,133700,170314907003
"Block Group 1; Census Tract 4908; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490800> block group:1",65194,167,740,28,960,0,1005,40.1,794,994,72,552,480,182,,,145800,170314908001
"Block Group 2; Census Tract 4908; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490800> block group:2",43047,60,356,0,427,0,433,58.8,-666666666,418,33,174,141,44,,,157500,170314908002
"Block Group 3; Census Tract 4908; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490800> block group:3",80303,96,468,23,604,35,680,38.5,1412,669,91,404,290,0,,,197800,170314908003
"Block Group 4; Census Tract 4908; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490800> block group:4",54914,84,679,0,1096,0,1106,32.0,908,1073,100,571,471,66,,,168100,170314908004
"Block Group 5; Census Tract 4908; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490800> block group:5",-666666666,0,465,0,481,0,481,57.0,268,481,51,175,124,97,,,-666666666,170314908005
"Block Group 1; Census Tract 4909.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490901> block group:1",35808,125,1145,0,1701,0,1701,31.3,1171,1529,116,798,682,161,,,150000,170314909011
"Block Group 2; Census Tract 4909.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490901> block group:2",33750,35,466,0,703,0,703,34.7,983,665,50,281,231,14,,,133300,170314909012
"Block Group 3; Census Tract 4909.01; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490901> block group:3",33833,110,440,0,680,0,680,40.6,1219,594,102,324,222,75,,,129400,170314909013
"Block Group 1; Census Tract 4909.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490902> block group:1",87847,202,671,0,1009,23,1032,39.2,-666666666,1008,75,693,618,61,,,169200,170314909021
"Block Group 2; Census Tract 4909.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490902> block group:2",44706,93,870,0,923,0,943,65.8,1050,924,8,198,190,29,,,144100,170314909022
"Block Group 3; Census Tract 4909.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490902> block group:3",66146,290,1441,0,2001,178,2197,31.5,1131,1927,38,1009,971,134,,,156800,170314909023
"Block Group 4; Census Tract 4909.02; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:490902> block group:4",94893,93,328,0,525,0,525,50.5,-666666666,507,0,263,251,37,,,119200,170314909024
"Block Group 1; Census Tract 4910; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:491000> block group:1",-666666666,40,647,0,828,0,828,41.0,582,828,199,380,181,124,,,96900,170314910001
"Block Group 2; Census Tract 4910; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:491000> block group:2",50329,9,357,1,429,43,473,38.7,787,406,70,208,138,41,,,55400,170314910002
"Block Group 3; Census Tract 4910; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:491000> block group:3",-666666666,64,999,0,1566,26,1592,36.6,1107,1592,184,445,220,46,,,103100,170314910003
"Block Group 4; Census Tract 4910; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:491000> block group:4",75060,52,444,0,480,20,524,50.5,995,476,26,346,320,22,,,92300,170314910004
"Block Group 1; Census Tract 4911; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:491100> block group:1",-666666666,8,214,0,203,43,246,43.2,-666666666,231,21,118,97,0,,,198300,170314911001
"Block Group 2; Census Tract 4911; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:491100> block group:2",-666666666,93,509,0,802,0,813,28.7,-666666666,766,0,337,337,12,,,150400,170314911002
"Block Group 3; Census Tract 4911; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:491100> block group:3",82361,63,412,25,438,0,463,56.2,-666666666,463,97,234,137,56,,,219400,170314911003
"Block Group 4; Census Tract 4911; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:491100> block group:4",58487,195,1376,39,1631,37,1796,48.0,1322,1748,29,643,591,116,,,200700,170314911004
